text,sentiment
that`s a whole lot of rainstorm goin` on.  Maybe I won`t go out tonight...,neutral
 the movie on the plane is Mall Cop- (but i saw it with the nephews already,neutral
  not even a little bit biKnightual  (ha ha... tweedeck doesn`t see the spelling problem with BK....ha!) but love it anyway.,neutral
"dont worry baby i`ll eat sum cake for the both of us , i`ll hit u up wen i get back. bye, dont eat too much at home",neutral
 doing research in the library (the building next to that one) will help explain. and not just reading,neutral
"I know it wasn`t going to be there, but I check EZTV for The Office torrent...",neutral
And I`m listening to 'Wrong' by Depeche Mode.,neutral
 I am doing the same  I want to travel a little!,neutral
 were gonna go crazy before you leave,neutral
"_magician Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop",neutral
"is singing in the rain. Cover your ears, people",neutral
working today.  Can`t find my key so I had to borrow Miranda`s.,neutral
Man! I can`t stop being freakin` hungry!,neutral
So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin,neutral
I feel like an M&M McFlurry  mmm... But I won`t get one coz I need to look good for when I go to the States!!! 7 weeks 2 go aaaaahhhh!!!,neutral
" You saw that fraktastic zoidberg painting that was tweeted around last week or so, didn`t you?",neutral
 home now and added a few more Grice`s to my list,neutral
 Invite them to your house instead,neutral
 lol thanks!there scary to wear though,neutral
 Any tips for someone who has only made it 52 on Flight Control?,neutral
 I forget you`re from Venezuela! Talking with you is like with my classmates.,neutral
" Yes, we just need ppl to vote. GET OUT THE VOTE. ;) Ciao for now.  Till tomorrow...Is Anybody Listening? Yes, I am.  Night!",neutral
Hey  'keep clear'   (robluketic live > http://ustre.am/2w5v),neutral
"My copy shipped Friday, if it shows up today, I`ll tune in.",neutral
20 John: :   http://tinyurl.com/cq5nkp,neutral
 Yeah daw. Awww...  Wear a mask na!,neutral
going to hannah movie @ 6.30,neutral
 isn`t that a local dish? borrow,neutral
"Frak. I like sunshine, but I do NOT like heat headaches  shame, because today was lovely otherwise.",neutral
 Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,neutral
I`m ACTUALLY on Skype but ssshh don`t tell anyone.,neutral
back home with my puppyy,neutral
got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck,neutral
nature has just called me  BRB,neutral
 Aren`t randoms what it`s about?!!!  I LOVE that it`s Star Wars day - I didn`t realise and I can`t believe it`s almost over!,neutral
making mother`s day gift,neutral
lets play some russian roulette.,neutral
 I want to hit that,neutral
 They should add Dunkin Donuts to their menu too.,neutral
 It`s NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,neutral
 at the store! Lol I don`t have any liquour here,neutral
 Make her something. Buying something is too impersonal. She`s your mom!,neutral
Going to get my blood taken,neutral
"is planning for surviving financial status after quitting my job, gotta find a new job within 4 months",neutral
is on air,neutral
my parents sold my car.,neutral
_argie Yes I am,neutral
 Yessir,neutral
 glad u feel like cooking I`m so tired,neutral
Love the movie Grease! Can`t believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,neutral
 - I used to have NKOTB sleeping bag too!!  I don`t know where it is now,neutral
I`m having a fantastically miserable time so far...,neutral
Y is it when I luv someone I fear them? i just wish someone can exsplain it 2 me,neutral
....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge,neutral
" mmm, athletic!!",neutral
Helping my cousin get ready for her 8th grade dance...she is growing up,neutral
_Carroll i want a marty mcflyy t-shirt.,neutral
Take me away,neutral
Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I`m sad that I`m done w/ Twilight Saga,neutral
Is youtube not working properly for anyone else? I can`t watch videos because they keep failing to load,neutral
uploading new videos on youuuchuuub!,neutral
" Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",neutral
 i totally felt bad for the guy. haha im good  i miss you guys!,neutral
 can you follow me please?,neutral
Take that back on the cast...one dropped last night!,neutral
 same,neutral
gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),neutral
 I no  i wanna move to america!!!!!!!!!!!!!!!,neutral
another friday night with nothing to do ...boyfriend works until 1am,neutral
_PaulEvans heyyyyy boo,neutral
 I want to be at ,neutral
oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,neutral
check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think,neutral
"My tooth is bloody killing, not sure I can wait until next week to get it fixed",neutral
SNL with Justin Timberlake!,neutral
"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on",neutral
Here why I like jeans  http://tinyurl.com/csbo8s,neutral
Watching next day air,neutral
 ... so I can`t charge you by the hour then?,neutral
_carter Your video is set to private..,neutral
 I`m trying to convince  to wait a bit to see Up! as well. She doesn`t want to see it with me,neutral
"How would we get thousand battlegrounds  #battleground, I mean we don`t even know how could we reach which number to make it trending tpc",neutral
i went to the doctor. i hav a virus.,neutral
  My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!!!,neutral
"kid`s class is going on field trip today ~ and for once, I was smart enough to not volunteer to help!",neutral
i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?,neutral
just got home  but about to leave again,neutral
This is my 201th update,neutral
im slightly over it dont feel like today much at all,neutral
_lick sounds like you need a week of digital detox,neutral
it`s raining..,neutral
 what`s wrong?  maybe I can help?,neutral
 you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi...  I was preoccupied for a while,neutral
 oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral
going to bed,neutral
  Will certainly do that.,neutral
 hahaha! i have a secret door to the real batcave,neutral
 you okay bby?,neutral
 I have to use the bathroom,neutral
Pretty happy with how things have changed over the past 2 months...definitely for the best,neutral
Waiting in line @ tryst,neutral
needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,neutral
" Hello, I see your online, can u talk to me pleeez!  From a fellow BAMF. lol",neutral
" I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south",neutral
is not sleeping because he has paperwork to do.,neutral
 They are people too,neutral
" made me want taco bell, **** you sara! oh well now i`m going to go change into my jammies now.",neutral
_precious06 sooo mad,neutral
I want more followers.,neutral
 say it isn`t so!,neutral
_louise Lucky me. There are mystery ingredients as well,neutral
 Iï¿½m good! You coming on just as Iï¿½m off to drive home...,neutral
"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?",neutral
alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral
? <---- I`m going to post this EVERYWHERE now.,neutral
 and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,neutral
"Home from Ghosts of Girlfriends past with my lovely luddite  Not exactly high theatre, but a good date movie!",neutral
_bexi I totally and completely agree,neutral
"  Yeah, physically moving too!  Apparently we`ll be reporting directly to Mr. Hayward...",neutral
Official whine-tweet for today. Nothing specified,neutral
Surf`s up this week - starting this afternoon,neutral
"5 Mins, till the end of follow me Friday",neutral
Staying after school today,neutral
needs to find SOMETHING to wear to graduation. lol can`t find anything!,neutral
"It`s this year. Can`t catch it, won`t be in NY till Oct 2010  http://bit.ly/AF8JT",neutral
 pictures ross.,neutral
Hours of refusal upon realisation that tomorrow`s #Morrissey gig at Brixton is postponed.   Only been looking fwd to that for 6 monthsish,neutral
"_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you",neutral
had a good day but im now skint again,neutral
 I saw the game not a huge cavs fan lol. they pay refs. But Yao`s out 4 the rest of playoffs so L.a is cruising to the WCF,neutral
Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,neutral
ugh i wish this school year would go faster so i can move on in life,neutral
Movie night with kate,neutral
Just had lunch w/  at Jason`s Deli... then stepped in dog poo,neutral
 Im salaried so I don`t make any more or less no matter how many hrs I work.  Comes with the territory I suppose.,neutral
 Just ripping here.  That ad buy I was going to speak w/you about looks to be on hold for a bit. Company changed hands. :-/,neutral
 http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude,neutral
'No more sorrow'! by: Linkin Park....,neutral
Fiona is sad because there wasn`t enought room in Megan`s suitcase for her  http://apps.facebook.com/dogbook/profile/view/5163602,neutral
" haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",neutral
I read some pretty awesome web comics today. And there`s nothing really good on woot today  http://myloc.me/20gf,neutral
my day is going way too fast,neutral
  why?,neutral
cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol,neutral
 haha...it the booomb,neutral
 you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,neutral
 I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral
6th street was amazing this weekend!!! The wedding was fantastic.. but im really really tired at work from the long eventful weekend,neutral
IBood DOWN,neutral
 nope,neutral
_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,neutral
NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.,neutral
" And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p",neutral
almost 100 cases of swine in australia. hope may still decides to come visits me,neutral
my n95 hacked  no signing needed.. thx OPDA,neutral
i just realized today was my last day to see my best friend tanner im goin to miss him so much,neutral
"right, caffeine levels topped up, few more hours revision then #f1 time  `mon the jenson.",neutral
"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself",neutral
Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel,neutral
 I could have bought a Vespa with the amount of money I just spent,neutral
 My wand? It`s a black hawthorn wand with a core of kraken heartstrings.  You?,neutral
 i will HAVE to agree w/ u,neutral
  but that is the only logical reason why you`d get hollered at 3x in the past hour. but what is dnw?,neutral
dis **** usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite,neutral
 really .. least u wont hav 2 put up wiv him,neutral
BORED.  would love someone to talk to.,neutral
"1st- TY to those who follow back.  2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+",neutral
 wEe ArR SoWbUr i PrOmIsS. tHe StYoOpId FlYiNg ThInG hAzZuNt KuM OwT aGaNe. iTt Iz hYdInG sUmWaRe aNd LaRfFiNg aTt Us.,neutral
" i flew from washington to calfornia , are you still gonna be at the meet&  greet tomorrow ?",neutral
 then he has gone down in my estimation,neutral
"Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably",neutral
I was so hype about it being Friday & it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,neutral
" Yep, they sang your song!",neutral
 Yeah,neutral
My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff,neutral
"  Sorry...but, I bet they aren`t that bad...",neutral
"unopened pack of goat cheese starin me in the face. starving, din not til 6",neutral
i need to get my computer fixed,neutral
Its a lovely day sky is clear birds are singing and i`m stuck in an office with on windows for 9 hours,neutral
" I need to check your TOS, Loic. Are you allowed to sleep? I don`t remember any mention of sleep there...",neutral
 I guess thats just how I am lol,neutral
 yea me too  lol,neutral
" I watched that too!!! I didnt want her to win, but she put up a good fight..lol",neutral
is sooo confused these days   But glad to be back from Lillestrï¿½m,neutral
 lol wat u making me come all da way overr there for?v,neutral
is slowly gettin more followers  vry slowly,neutral
changed my picture on my profile in friendster,neutral
"You follow me , I follow you. As simple as that",neutral
change of plans. won`t be seeing Up today.,neutral
 I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,neutral
heading to work,neutral
my first `star trek` anything was really entertaining.. now if I can just see Harold fly the enterprise to `white castle`,neutral
 Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,neutral
 LOL and that`s why I use my iPod touch,neutral
"Hmm, no holga for me probably",neutral
my internet service has been acting strange after the earthquake. Just found out that the submarine fiber optics cable got damaged,neutral
 me too  chrome`s popup blocker is better,neutral
"trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both",neutral
bye! off to the movies with jake,neutral
Little bottle jus for me   http://mypict.me/FLC,neutral
 Do you have any idea when the (not so) patient fans will see some teaser pics of you all in costume?,neutral
What happened to the weather??,neutral
 I`ve always said to PD that I wanted a kitchen like yours...I just wouldn`t know what to do with it,neutral
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,neutral
Cant wait to leave work,neutral
 I want a copy to read! I can`t find it at my little library.  #bea09,neutral
I am currently doing a few posts on my business blog http://venturefile.com  check it out if you like it,neutral
"Thanks those who have clicked :p Well I think I did something wrong, it`s still at 0 visitor, 0%.. maybe I need to reinstall everything",neutral
omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho,neutral
Can`t change my profile or settings,neutral
its my last friday of my high school years!,neutral
 what don`t be sad?  Be glad. Your 21,neutral
I can`t get to bed,neutral
"_Devil1 Big Brother quiz?  What?!  I`m too busy rocking out on Guitar Hero, I didn`t notice any such thing",neutral
Darn i dont have guitar tomorrow,neutral
 I wish you where going to be in the Saga,neutral
In the university with hungry!!,neutral
off to glue stuff onto poster,neutral
 I was kiddin` with you. Shy is not a word i`d use to describe me,neutral
Work...,neutral
 oh no!! don`t be horrible  lol no but she was a better singer even if she didn`t cry... don`t u think? she made me cry haha!,neutral
is now writing 100-word newsbites  http://plurk.com/p/wyb4h,neutral
Work time....,neutral
On my deck... Perfect weather today! Not feeling good tho...,neutral
" So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it 'invalid user name or password' ?",neutral
" ... go to that person and click the green arrow *following*, then you`ll see *remove*",neutral
 I see,neutral
"_DinaSadik forensic mein kya hai! bas rat te jaao  and micro?havin a micro exam soon,the lab diagnosis of all d individual bacteria!",neutral
there`s a guy in my house so i can`t go downstairs with no pants,neutral
_Eclectic but then you leave,neutral
"Ok, my job at walmart is a cart pusher  i hope i dont get sunburned",neutral
using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,neutral
"I left a chocolate egg sitting in my office, and now it`s calling my name......................",neutral
 Is that why your blog is set to private?,neutral
http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.,neutral
 everything counts  what are you drinking?,neutral
 Yups!  I still have a lot of pruning of unfollowers to do. It takes  time,neutral
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neutral
having to use IE =/ firefox is playing up and i don`t know why  will try and fix it tomorrow.,neutral
: Where are you?,neutral
omg... i want full JB- hey baby song,neutral
 you have a plurk account too?,neutral
" Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you",neutral
 so how`s the new gphone?! I guess I should have signed up to go to google io after all,neutral
Exploring Twitter`s world! me 2,neutral
Eating an apple... for once in my life!!! Thought you would like to know,neutral
in faa thaa night  movie night?,neutral
"making more muffinsss, wheat jerm AANNNDD psyillium husk",neutral
 I can`t stream videos on my phone,neutral
Is watching Bruce almighty,neutral
I didn`t find my dress,neutral
 still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,neutral
 oh! so this could well be your last post!,neutral
" sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",neutral
 you need to follow me so I could send you a direct message.,neutral
" As much as I loved Texas, my dislike for needles could interfere.",neutral
   i fell asleep on the beach and didn`t put on enough sunscreen  lol,neutral
 and Boat is dining Bones in Peru - double,neutral
I work in one hour,neutral
made a little cover for my iphone.  the birds aren`t upside down on the back  http://twitpic.com/67tp9 & http://twitpic.com/67to5,neutral
 Very excited as we have just booked tickets to Vegas (we live in the UK) can`t believe the  price of the show tickets,neutral
 you should come out!!,neutral
 Hi Its not about howmany people follow you its about how much you help others,neutral
Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,neutral
 Can I have a splodge of ketchup on mine please?!,neutral
"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",neutral
Watchin Scooby Doo 2,neutral
 Kazim Kazim  i didn`t know that name ))),neutral
Grey`s `Sweet Surrender`  http://tinyurl.com/d5mjyj,neutral
"okay, i`m out for a while  back later!",neutral
 nah they were mine   had ones without fingers,neutral
Hi : Found you through . i am indeed a pigment of your imagination,neutral
just got a wii,neutral
sleeping in my own bed tonight... at home!!,neutral
 kirk is hotter than spock,neutral
92.7 is turning it right about now.,neutral
  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,neutral
update!  island flowers - large pouch http://tinyurl.com/qnh5oy,neutral
"hey guys  we just wanted to announce a marathon! so, let`s just say...GET READY FOR A COUPLE EPISODES!",neutral
_val_4_now not sure what youre talking about...im not on a ferris wheel im on my couch!,neutral
We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com,neutral
i think i need a drink,neutral
"Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows.",neutral
Shower/traffic/factory yaaaay,neutral
"im sitting here super nervous about the chiodos contest, i hope i win!!!!",neutral
the rain bring back some memories,neutral
listening to revenge by kiss to get inspiration... i don`t think kristie is really digging it though,neutral
is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,neutral
"I`m eating a flake storm from hungry jacks. or as americans call it, burger king",neutral
Been so busy for the entire week. Be able to take a breath next Tuesday,neutral
" Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP",neutral
" morning  about to tackle armhole prob - may have a solution not involving tape, will update you!",neutral
 That comment was just to ..well you know...to not reply to it.,neutral
"off to bed, night every onee",neutral
Craziier are off of msn!,neutral
now we are also on twitter  follow us to know the latest!,neutral
 what time is our conference call??,neutral
Come on Knight... It`s been well over 4 hours,neutral
Homey missed da bus.,neutral
" We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!",neutral
 haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,neutral
Doh! I was hoping to get a book for the missus but exclusive books are closed,neutral
 this time there is a theme and it is 'purple',neutral
  The 'holy cow' is what did this to me.,neutral
 more nightmares?  *huggles*,neutral
Welcome  my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948,neutral
 Absolutely ...,neutral
"  And to you too, how are you today?",neutral
 Link !,neutral
" I found it, I added it, but it`s still blocked!",neutral
Drinks && din w/ Amy and Lori,neutral
 Dump this blackberry and uses an iPhone? Basically it compliment each other.  I think.,neutral
have to put my dog down tomorrow.,neutral
needs a non-long distance boyfriend/girlfriend. Watching Sonny with A Chance,neutral
my school is like the only one thats NOT on vacation.,neutral
" I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky.",neutral
 i`ll go for wanda sykes,neutral
"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",neutral
"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore",neutral
"  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home",neutral
_Henrie how are you?what are you doing?answer me plz,neutral
" Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****",neutral
Annnnnnddd another one bites the dust,neutral
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",neutral
"just woke up still in bed  sundays r the ****, its the do nothing day of the week",neutral
Ok peeps...I`m not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!,neutral
 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral
"she`s smarter and classier. she`s perfect for him. and, IM NOT.",neutral
"BBQ`s gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work",neutral
craving coffee,neutral
"   You HAD 6 - 5 star reviews in Canada, at least until the 'Talk like a Canadian' incident",neutral
 I`m not a hobo.,neutral
Heading to a wedding,neutral
Out with the guys playing 10 pin & doing Mexican! Great combo! My bowling was not so good though  I blame it on my previous broken arm!!,neutral
" yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time",neutral
Very tired from a day of awesomeness and cake    Now time for a bit of sleep.,neutral
  You can be Cinderelliiee,neutral
 I`m doing an experiement,neutral
TGIF!! But I have so much work to do this weekend,neutral
i didnt get a hug today,neutral
Gonna head into the shower now...  Going to a friend`s birthday party =],neutral
  haha ...i`ll let you know how the show was ... hope here in romania they will show it on Mtv.Sunday morning I have an exam,neutral
 What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture.,neutral
"I kind of miss a certain someone already.  and, i never get to see him again.",neutral
 ahh retweet everything i say!,neutral
"having a creative party with me, myself, and moi",neutral
_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,neutral
I`m dragging myself out of the low point. Slowly. And with wine to assist. Prob not v sensible but these lows don`t hit very often.,neutral
I Sing Everytime,neutral
Surgery.,neutral
" Headaches suck, especially stress related ones. I used to get those a lot.  <3",neutral
not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,neutral
Is working allll weeekend,neutral
 two. Just going to visit someone,neutral
No... have to go on cruches next 2 weeks,neutral
slept for 11 hours after an exhausting but a fun fun out of town trip. high for the day so far? woke up to good ol` fried chicken,neutral
" The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online",neutral
_writes i`ve been wanting it for 2 years LOL...that and a HD camcorder,neutral
six more finals to go,neutral
 AH! STEPH TWEETS!,neutral
 Aw what about me,neutral
doesn`t get to see her fav5 today like planned,neutral
" I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral
 LOL I can imagine you doing that. Ken said to let you know he agreed with a gazillion percent of what was being said.,neutral
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,neutral
 phaket.  what did anneliese want to do?,neutral
What happened to my early night? Am about to turn into a pumpkin,neutral
Going to the Gold Coast for mothers day lunch,neutral
At work...Thinking about things when I should be working,neutral
 make up your mind,neutral
is going to run a circle...also...ab zum Spooohort.,neutral
" hahaha maybe it was certain groups of juniors.  hello, and what are you doing in Korea? We`re all over the world!",neutral
[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,neutral
Guess I`m on Twitter now!,neutral
"Woke up really late today. Just had breakfast. Planning to stay home, watch TV shows and do nothing. Eat too.",neutral
" Yes, you should write an article.",neutral
booo that meanie  is teasing me with a piece of cheese!   http://twitpic.com/67rt8,neutral
Art History Quiz...  I didn`t study,neutral
" OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!",neutral
"had to pause tv, now i`m 10 minutes behind on BGT",neutral
Need dayquil,neutral
 well now i do,neutral
morning everyone!,neutral
_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,neutral
get my wii fit in couple of hours!,neutral
All ready for costume making! But... there`s no one here...!,neutral
Got my new phone - now to program everything since my old one had no memory card like this one,neutral
 yep,neutral
My logic to getting a short prom dress? Last year it was so freaking hot I was dying... Look at the weather...  hahah just my luck,neutral
  mmmm yes please,neutral
 but thats 7 weeks away  Im sure we got by only tweeting at night before?,neutral
" Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can`t #tweetb4Ueat",neutral
is upload video geje di youtube  http://plurk.com/p/rqaoe,neutral
 anything!,neutral
I couldn`t find P4 so I couldn`t show Brantley my feet  and now its raining,neutral
 Rest then. It`s your day off!,neutral
 i.m with u on the internet surfing part lol but we.re drinking,neutral
_AnGeL84 Awww i hope you feel better love...this weather is crazy...,neutral
and again http://twitpic.com/4wp8l,neutral
wo coffiees to go pleaz!!,neutral
 Jars was gonna be my answer,neutral
" lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to get it fixed  sigh",neutral
 Is the Bee to Busy to talk to his buddy on Yahoo?,neutral
"Welcome  !!! Let me suggest to you  and . You`ll love `em! In other news, my algae fish died today",neutral
 had a life changing redhead - she got away,neutral
Aw .. the grillz in my background look like plaque ..,neutral
aw how to lose a guy in ten days  <3,neutral
just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there,neutral
 Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo`s pregnant it changes things,neutral
just got on twitter. no friends to add!  none of my friends are in twitter,neutral
    You guys can make it through!,neutral
endless streams of tea~~~~... it`s a holiday day here... how do I know? it`s raining,neutral
http://www.miss-hudgens.com/?p=28 Nessa is 27# on Maxim Magazine`s Hot 100 of 2009,neutral
 nai nai baby. haha i didn`t know that you have twitter but oh well,neutral
 I don`t even remember what`s on there!!!,neutral
 keep dreamin`!!!! Though.... if she does.... hook me up  LOL,neutral
Getting ready to ship a care package to the daughter. She`s not coming home this summer from college,neutral
#test SEO SMO marketing  try it,neutral
" Hey Dave, whasup?",neutral
Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,neutral
 If only they weren`t in Shelby Twp,neutral
" Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!",neutral
im still waitin for my girl to come home...i wanna go shopping,neutral
" thank you  saw your comment on the chew aerobics, really tickled me",neutral
1/2 day tomorrow  carla coming over after school.,neutral
ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning,neutral
"Morning everyone! Going to a gig now, then a run. Update you all later",neutral
" That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he`s got a solo album comin` out too.",neutral
It`s after midnight & I hear the shower calling me- Technically it`s not twice in one day since it`s morning-- I`m not very 'green'.,neutral
" Sims 2 owns my life lately! LOL I want to get Sims 3, but my computer can`t support it.",neutral
"watching Baby Mama...again. and eating pineapple, orange, raspberry sherbert",neutral
more work to do,neutral
" Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral
Hmm...what to make for dinner tonight???  No clue.  Don`t feel like cooking anything    Hubby wants to go away tonight.,neutral
My sister got a lunch date and I don`t,neutral
is watching neighbours!,neutral
  Yeah eCpm is going UP and down badly - hope things improve,neutral
Doing accounts revision. Boo,neutral
I need a haircut. I should not be able to pull my hair into a ponytail.,neutral
Drink #2: And at 12:45pm when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,neutral
i was an extra. got ready for work for nothing. studying all night,neutral
 denial can be very powerful,neutral
 work outside,neutral
 kayla & I went to go visit you but they wouldn`t let us in school!,neutral
It`s almost past 3. Time to go to bed,neutral
"Quick answer, when do I put the bleach in the wash?? In the start or middle..  don`t laugh @ me..",neutral
   I need a wardrobe intervention,neutral
How is everyone on this fine Monday?   what is everyone`s opinion of the new Wolverine movie?,neutral
" i hope he is ok too. i miss him  and the doc better not be a douchenozzle, ill be one right back!",neutral
"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl",neutral
" i was watching Harpers Island, lol... there was no vodka involved",neutral
 oh no  this week is just a bad one for everyone. i love you & your pretty face & youre going to do fantastic in concert tonight,neutral
"seriously underrated.. `porridge`, the best breakfast in the world... ever. doesn`t need to be gloopy, as long as it is made just right",neutral
I was the blue  lol http://twitpic.com/67zgz,neutral
 crud is all I can say,neutral
home after a while out! i feel like a long skate seshion but got arrands to do,neutral
 I thought I was your best friend?,neutral
"oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not allowed  I`m talking itunes store)",neutral
 Yeah we actually went in the room they were at. I just didn`t look under the counter where they were,neutral
"  no, dayuuum 5o`clock was better",neutral
is taking the dog to the vet then a play date with Annabelle,neutral
" impressive fever!  best wishes to her, hope it`s nothing serious",neutral
 i used to be!! i`ve done a few different jobs in yj. currently i`m a court officer,neutral
Still working in the database and trying to decide what I want to eat.,neutral
  u don`t know harajuku lovers?,neutral
